Gender,customer_age,years_in_operation,has_insurance,active_loan_holder,has_internet_banking,has_debit_card,credit_card_ownership,compliance_income_tax,current_problem_cash_flow,liquidity_constraint,uses_informal_lender,uses_friends_family_savings,funding_access_barrier,mobile_wallet_access,extends_customer_credit,inventory_shrinkage_risk,financial_tracking,log_gross_income,log_operating_expense,log_business_sales,profit_margin,revenue_efficiency,financial_stress_score,formality_score,digital_access_score,insurance_gap,extends_credit,subcluster
Male,49.0,10.0,No,Never had,Never had,Never had,Have now,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,13.122365377402328,14.220976332738882,14.403297778421795,-1.0986109553365537,0.8519192166618512,1.0,0.0,1,1,1,Mature_Informal
Male,42.0,5.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Never had,No,No,No,13.02805489573287,11.002116507732017,15.516159533016781,2.025938388000853,0.7888065545557983,4.0,0.0,0,0,0,Young_Hustlers
Male,37.0,9.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,12.611541086966115,10.463131911491967,15.096444681204078,2.148409175474148,0.7834985511858215,3.0,0.0,1,0,1,Young_Hustlers
Male,28.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,13.710151153416941,15.38412668421143,16.195056784687036,-1.6739755307944897,0.7973309611647483,1.0,0.0,1,0,1,Young_Hustlers
Female,29.0,29.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,13.217675375388819,12.765691290604371,15.702580358511794,0.4519840847844474,0.7913552931151122,1.0,0.0,0,0,1,Mature_Informal
Female,25.0,2.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Have now,Never had,Yes,Have now,No,No,No,13.122365377402328,13.122365377402328,11.51293546492023,0.0,1.0487039922958625,3.0,1.0,1,0,0,Young_Hustlers
Male,25.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,11.289794413577894,9.210440366976517,9.61587214452889,2.0793540466013773,1.0634825156024816,1.0,0.0,1,0,0,Young_Hustlers
Female,32.0,6.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,11.156264806643742,9.105090961257085,9.392745258631441,2.051173845386657,1.0734665893381903,2.0,0.0,1,0,1,Young_Hustlers
Female,31.0,6.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,9.90353755128617,11.918397239722838,12.611541086966115,-2.014859688436667,0.7275838560829394,1.0,0.0,1,0,1,Young_Hustlers
Female,33.0,18.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,12.206077645517674,11.695255355062795,12.206077645517674,0.5108222904548789,0.9242772890753513,2.0,1.0,1,0,1,Mature_Informal
Male,30.0,4.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,12.301387370778713,10.819798284210286,11.695255355062795,1.4815890865684267,0.9689751822024588,0.0,0.0,0,0,1,Young_Hustlers
Female,59.0,28.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Yes,No,13.547632419997361,9.61587214452889,10.596659732783579,3.9317602754684717,1.1682357447893736,2.0,0.0,1,1,0,Mature_Informal
Male,30.0,8.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,11.51293546492023,12.611541086966115,12.206077645517674,-1.098605622045886,0.8717906841042904,2.0,1.0,1,0,1,Young_Hustlers
Female,36.0,18.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,Yes,Yes - always,12.206077645517674,13.304686600863562,13.592368256649284,-1.0986089553458882,0.8364699568184039,2.0,1.0,1,1,0,Mature_Informal
Male,34.0,6.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,No,9.798182590890704,8.987321812850125,9.210440366976517,0.8108607780405794,0.9596238985519986,2.0,0.0,1,1,1,Young_Hustlers
Female,33.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,No,No,9.90353755128617,11.695255355062795,12.388398368982115,-1.7917178037766242,0.7397104028686824,2.0,0.0,0,0,0,Young_Hustlers
Female,41.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,Yes,Have now,Yes - sometimes,No,No,11.289794413577894,10.819798284210286,11.407576060361786,0.46999612936760826,0.909911360498942,3.0,0.0,1,0,1,Young_Hustlers
Male,20.0,3.0,No,Never had,Never had,Never had,Never had,No,No,No,Used to have but don't have now,Used to have but don't have now,No,Have now,Yes - sometimes,No,Yes - always,10.596659732783579,12.388398368982115,13.081543466215237,-1.7917386361985361,0.7525211819433948,0.0,0.0,1,0,1,Young_Hustlers
Male,26.0,5.0,No,Have now,Have now,Have now,Have now,Yes,Yes,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,12.206077645517674,12.429220196836383,13.815511557963774,-0.22314255131870908,0.8238714942621436,2.0,3.0,2,0,1,Formal_High_Earners
Male,30.0,5.0,No,Never had,Never had,Never had,Never had,Yes,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,12.206077645517674,11.51293546492023,12.165255859329688,0.6931421805974445,0.9271432151368115,1.0,1.0,0,0,1,Young_Hustlers
Male,26.0,2.0,No,Never had,Never had,Used to have but don't have now,Never had,No,Yes,Yes,Never had,Have now,No,Have now,No,Yes,Yes - always,11.156264806643742,11.289794413577894,17.011936294903045,-0.13352960693415206,0.6193817601831461,3.0,0.0,1,1,0,Young_Hustlers
Female,32.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,10.308985993422082,9.210440366976517,10.596659732783579,1.0985456264455653,0.8889616692191751,2.0,0.0,1,0,1,Young_Hustlers
Male,39.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,13.384729180332174,11.51293546492023,11.918397239722838,1.871793715411945,1.03609828154033,2.0,0.0,1,0,1,Young_Hustlers
Male,36.0,5.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,11.918397239722838,13.304686600863562,13.997832948091215,-1.386289361140724,0.7946746227253918,1.0,0.0,1,1,1,Young_Hustlers
Female,29.0,1.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,Yes,Have now,No,Yes,No,13.235693848424024,11.918397239722838,15.607270193858982,1.3172966087011861,0.796981905751031,3.0,0.0,1,1,0,Young_Hustlers
Male,22.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,11.51293546492023,9.90353755128617,10.596659732783579,1.6093979136340586,0.9927803117628207,1.0,0.0,1,0,1,Young_Hustlers
Female,40.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,No,No,12.429220196836383,10.819798284210286,11.289794413577894,1.6094219126260967,1.0113448426040756,2.0,0.0,1,0,0,Young_Hustlers
Male,25.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,10.308985993422082,10.819798284210286,12.345838935721968,-0.5108122907882038,0.772449453576775,1.0,0.0,1,0,0,Young_Hustlers
Female,27.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,12.100717685412471,9.90353755128617,13.815511557963774,2.1971801341263006,0.8167600314082964,1.0,0.0,1,0,1,Young_Hustlers
Male,48.0,10.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Used to have but don't have now,Yes - sometimes,No,Yes - always,14.953343880298434,15.607270193858982,14.346139397261565,-0.6539263135605484,0.9744042780535915,2.0,2.0,0,0,1,Formal_High_Earners
Male,30.0,5.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,13.122365377402328,11.289794413577894,12.301387370778713,1.832570963824434,0.9865411036919599,1.0,1.0,1,1,1,Formal_High_Earners
Female,24.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,12.899222326086994,14.508658238524095,15.38412668421143,-1.6094359124371014,0.787299962622807,2.0,0.0,0,0,1,Young_Hustlers
Female,24.0,5.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - always,No,Yes - always,11.652696102959753,9.392745258631441,10.239995502805316,2.259950844328312,1.0367171499358192,0.0,0.0,0,0,1,Young_Hustlers
Male,59.0,34.0,Yes,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,No,Never had,No,No,No,14.346139397261565,14.731801689838349,15.607270193858982,-0.3856622925767841,0.8638469314822412,1.0,2.0,0,0,0,Mature_Informal
Female,35.0,8.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,No,No,13.304686600863562,12.206077645517674,15.789591722875162,1.0986089553458882,0.7924365774026801,2.0,0.0,0,0,0,Young_Hustlers
Female,42.0,3.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,12.506180941677357,3.713572066704308,4.584967478670572,8.792608874973048,2.239257612410357,0.0,0.0,0,0,1,Young_Hustlers
Male,32.0,3.0,No,Never had,Never had,Never had,Never had,Yes,No,No,Never had,Never had,Yes,Have now,No,Yes,Yes - always,14.45736497045232,13.527829818844937,14.403297778421795,0.9295351516073822,0.9385889423435925,1.0,1.0,1,1,0,Formal_High_Earners
Female,55.0,4.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,10.043292972227004,6.398594934535208,9.305741456739435,3.6446980376917963,0.9745337600779027,0.0,0.0,0,0,1,Young_Hustlers
Female,44.0,6.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,No,No,No,10.12667110305036,11.918397239722838,10.596659732783579,-1.7917261366724784,0.8732403413046962,1.0,0.0,0,0,0,Young_Hustlers
Female,24.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,11.002116507732017,6.90875477931522,7.601402334583733,4.093361728416797,1.2791072989918995,2.0,0.0,0,0,1,Young_Hustlers
Male,29.0,4.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,Yes,Never had,Yes - sometimes,No,Yes - always,13.997832948091215,12.899222326086994,10.596659732783579,1.0986106220042213,1.2070573139711565,3.0,0.0,0,0,1,Young_Hustlers
Female,73.0,20.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,No,No,Yes - always,13.997832948091215,15.86963441986494,16.61887099947687,-1.8718014717737255,0.7944795639009351,1.0,0.0,1,0,0,Mature_Informal
Male,66.0,20.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,Yes,No,14.220976332738882,10.308985993422082,10.819798284210286,3.9119903393168,1.2031488178386478,2.0,0.0,0,1,0,Mature_Informal
Male,49.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,No,12.206077645517674,9.61587214452889,15.607270193858982,2.590205500988784,0.7349839861117707,3.0,0.0,1,1,1,Mature_Informal
Male,40.0,20.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,No,Have now,No,Yes,Yes - always,12.206077645517674,11.51293546492023,9.210440366976517,0.6931421805974445,1.195450657054481,3.0,0.0,1,1,0,Mature_Informal
Female,32.0,5.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,9.90353755128617,10.819798284210286,11.849404844423074,-0.9162607329241155,0.7707390086307792,1.0,0.0,0,0,1,Young_Hustlers
Male,58.0,7.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Don't know,Never had,No,Never had,No,Yes,Yes - always,13.122365377402328,13.997832948091215,15.607270193858982,-0.8754675706888868,0.7901578780993581,1.0,0.0,0,1,0,Mature_Informal
Female,20.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,10.933124826700707,12.570719231334277,13.081543466215237,-1.6375944046335693,0.7764152312515821,1.0,0.0,1,0,1,Young_Hustlers
Female,45.0,13.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Have now,Yes - sometimes,Yes,No,10.819798284210286,8.517393171418904,9.210440366976517,2.302405112791382,1.0596798860120282,4.0,0.0,1,1,1,Mature_Informal
Male,63.0,32.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,9.61587214452889,12.206077645517674,12.899222326086994,-2.590205500988784,0.6918280691489606,1.0,0.0,0,0,1,Mature_Informal
Female,42.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,10.463131911491967,11.407576060361786,11.918397239722838,-0.9444441488698185,0.8099404064862501,2.0,0.0,1,0,1,Young_Hustlers
Male,42.0,12.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,13.31842510423314,13.122365377402328,15.803385043104912,0.1960597268308124,0.7926036968187082,1.0,0.0,1,1,1,Mature_Informal
Male,41.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,No,No,No,11.695255355062795,13.017005083966255,13.304686600863562,-1.3217497289034608,0.8175820751191265,2.0,0.0,0,0,0,Young_Hustlers
Male,40.0,6.0,No,Never had,Never had,Have now,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,12.706850963741102,11.918397239722838,14.731801689838349,0.7884537240182645,0.8077174639157093,2.0,2.0,1,0,1,Formal_High_Earners
Female,38.0,5.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,No,Never had,Yes - sometimes,No,Yes - always,11.918397239722838,11.695255355062795,16.705882371415992,0.22314188466004303,0.673132069315204,2.0,0.0,0,0,1,Young_Hustlers
Female,29.0,5.0,No,Never had,Never had,Used to have but don't have now,Never had,No,No,Yes,Never had,Have now,Yes,Have now,Yes - sometimes,No,No,13.081543466215237,14.690979711984754,15.56644820628317,-1.6094362457695173,0.7896408031055075,3.0,0.0,1,0,1,Young_Hustlers
Male,39.0,14.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,11.289794413577894,12.388398368982115,11.289794413577894,-1.0986039554042204,0.9186316738630559,2.0,0.0,1,1,1,Mature_Informal
Female,28.0,1.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,Yes - always,13.122365377402328,12.206077645517674,13.122365377402328,0.9162877318846547,0.9291903322654338,1.0,1.0,1,1,1,Formal_High_Earners
Female,19.0,2.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,11.289794413577894,9.210440366976517,9.680406499268875,2.0793540466013773,1.0570566218009338,1.0,0.0,0,0,1,Young_Hustlers
Female,44.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,9.210440366976517,8.160803920954665,8.853808274977197,1.049636446021852,0.9347087044879439,2.0,0.0,1,0,1,Young_Hustlers
Female,45.0,19.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,14.220976332738882,12.429220196836383,12.899222326086994,1.7917561359024994,1.0231490654011626,2.0,0.0,1,0,1,Mature_Informal
Male,22.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,12.948012371209098,12.031725210748633,12.948012371209098,0.916287160460465,0.9283051969423143,1.0,0.0,0,0,1,Young_Hustlers
Male,30.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,No,Never had,Yes - sometimes,No,No,13.161586013632684,12.923914877701906,15.646490900602007,0.23767113593077838,0.7906522817464614,2.0,0.0,0,0,1,Young_Hustlers
Male,30.0,10.0,No,Never had,Never had,Never had,Have now,Yes,No,Yes,Have now,Have now,Yes,Have now,Yes - sometimes,Yes,Yes - always,11.775297421715827,11.918397239722838,10.819798284210286,-0.14309981800701088,0.9962350573652423,4.0,1.0,1,1,1,Young_Hustlers
Male,22.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,9.90353755128617,10.308985993422082,10.819798284210286,-0.4054484421359117,0.8378770358979822,1.0,0.0,1,0,1,Young_Hustlers
Male,48.0,15.0,No,Never had,Never had,Have now,Never had,No,Yes,No,Never had,Used to have but don't have now,Yes,Never had,Yes - sometimes,No,No,13.815511557963774,12.611541086966115,13.527829818844937,1.2039704709976586,0.9509687083505637,2.0,1.0,0,0,1,Mature_Informal
Male,38.0,15.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,12.206077645517674,9.61587214452889,10.308985993422082,2.590205500988784,1.079325560454084,0.0,0.0,0,0,1,Mature_Informal
Male,43.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - always,Yes,Yes - always,12.899222326086994,15.068273812173887,15.096444681204078,-2.169051486086893,0.8013708978324574,2.0,0.0,1,1,1,Young_Hustlers
Male,66.0,5.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Have now,Yes,Never had,No,No,No,9.61587214452889,10.12667110305036,10.545367754151743,-0.5107989585214696,0.8328770767021257,4.0,0.0,0,0,0,Mature_Informal
Male,37.0,8.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Yes,No,13.567050480716235,13.641158361294979,15.646490900602007,-0.07410788057874385,0.8150096354677124,2.0,0.0,0,1,1,Young_Hustlers
Female,48.0,3.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,13.45883704259595,13.122365377402328,15.687312888712007,0.33647166519362237,0.8065311133286215,1.0,0.0,0,0,1,Young_Hustlers
Female,42.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,13.122365377402328,9.90353755128617,9.61587214452889,3.218827826116158,1.2361080840791034,2.0,0.0,0,0,1,Mature_Informal
Male,65.0,29.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,No,11.289794413577894,11.918397239722838,11.289794413577894,-0.6286028261449434,0.9186316738630559,1.0,0.0,1,0,1,Mature_Informal
Female,34.0,2.0,No,Never had,Have now,Have now,Have now,Yes,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,No,Yes - always,13.304686600863562,12.206077645517674,11.51293546492023,1.0986089553458882,1.0632746119536052,1.0,3.0,2,0,1,Formal_High_Earners
Female,30.0,8.0,Yes,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,11.790564777297387,10.819798284210286,14.27546448266944,0.9707664930871012,0.7718629303006926,0.0,1.0,0,0,1,Young_Hustlers
Female,37.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,No,12.429220196836383,11.51293546492023,14.914123179965662,0.9162847319161536,0.7810182223852311,1.0,0.0,0,0,1,Young_Hustlers
Male,24.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,Yes,No,13.081543466215237,9.90353755128617,13.081543466215237,3.1780059149290665,0.9289850574690748,2.0,0.0,0,1,1,Young_Hustlers
Female,42.0,5.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,10.308985993422082,10.596659732783579,15.515703016315223,-0.2876737393614963,0.6241929867132048,1.0,0.0,0,0,1,Young_Hustlers
Female,34.0,5.0,No,Never had,Have now,Have now,Never had,No,No,No,Never had,Never had,No,Have now,No,Yes,Yes - always,11.695255355062795,12.429220196836383,11.51293546492023,-0.733964841773588,0.9346532144955286,0.0,2.0,2,1,0,Formal_High_Earners
Female,50.0,3.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,No,No,Yes - always,11.338583982516495,9.210440366976517,13.82347971967645,2.1281436155399778,0.7649070391661035,1.0,0.0,0,0,0,Young_Hustlers
Female,42.0,15.0,No,Never had,Never had,Never had,Never had,No,Yes,No,Never had,Have now,Yes,Have now,Yes - sometimes,No,No,13.997832948091215,15.607270193858982,16.48273883399067,-1.6094372457677668,0.8006659071561514,3.0,0.0,1,0,1,Mature_Informal
Female,38.0,1.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,No,11.51293546492023,9.210440366976517,15.319588176962746,2.302495097943712,0.7054672789581944,0.0,0.0,0,0,1,Young_Hustlers
Female,25.0,1.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,12.429220196836383,14.285514812209815,14.585619242623203,-1.8562946153734323,0.7974800361377512,2.0,0.0,1,1,1,Young_Hustlers
Female,23.0,1.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Have now,Yes - sometimes,No,No,13.304686600863562,14.914123179965662,15.56644820628317,-1.6094365791021001,0.8031103852313668,1.0,0.0,1,0,1,Young_Hustlers
Male,27.0,10.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,No,Yes - always,14.403297778421795,12.429220196836383,14.220976332738882,1.9740775815854121,0.9462794937432274,2.0,1.0,1,0,1,Formal_High_Earners
Male,40.0,15.0,No,Never had,Never had,Used to have but don't have now,Never had,No,Yes,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,13.815511557963774,11.918397239722838,16.300417291085605,1.897114318240936,0.798565221029813,2.0,0.0,1,1,1,Mature_Informal
Female,42.0,4.0,No,Never had,Never had,Have now,Have now,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,Yes - always,13.122365377402328,14.97239206922172,15.068273812173887,-1.8500266918193908,0.8166630423898034,1.0,1.0,0,0,1,Formal_High_Earners
Male,37.0,13.0,No,Never had,Never had,Never had,Never had,Yes,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,12.611541086966115,13.45883704259595,13.815511557963774,-0.8472959556298356,0.8512389894621655,1.0,1.0,0,0,1,Formal_High_Earners
Male,25.0,3.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Used to have but don't have now,No,Have now,Yes - sometimes,No,Yes - always,13.122365377402328,11.918397239722838,9.90353755128617,1.2039681376794906,1.2034961420254318,0.0,0.0,1,0,1,Young_Hustlers
Male,50.0,18.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,No,No,Yes - always,11.51293546492023,15.46416937585933,14.731801689838349,-3.9512339109391004,0.7318256161566533,2.0,1.0,1,0,0,Mature_Informal
Male,40.0,1.0,No,Don't know,Have now,Don't know,Don't know,Yes,No,No,Never had,Never had,No,Used to have but don't have now,Yes - sometimes,No,Yes - always,14.953343880298434,13.592368256649284,16.705882371415992,1.36097562364915,0.8445410156140425,0.0,2.0,1,0,1,Formal_High_Earners
Male,32.0,5.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Have now,Yes - sometimes,No,No,12.513561021741964,11.626263078808801,11.918397239722838,0.8872979429331629,0.9686620398437632,0.0,0.0,1,0,1,Young_Hustlers
Male,37.0,4.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,Yes - sometimes,Yes,No,11.736077016252437,13.527829818844937,14.220976332738882,-1.7917528025924998,0.7710462692862379,1.0,0.0,0,1,1,Young_Hustlers
Female,57.0,10.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,13.161586013632684,11.289794413577894,15.520258832020865,1.8717916000547898,0.796693692723619,2.0,0.0,0,0,1,Mature_Informal
Male,45.0,3.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Used to have but don't have now,Used to have but don't have now,Yes,Have now,Yes - sometimes,No,No,11.695255355062795,10.714439990727769,10.463131911491967,0.9808153643350259,1.0202495657699027,3.0,0.0,1,0,1,Young_Hustlers
Male,40.0,8.0,No,Never had,Never had,Have now,Never had,No,Yes,Yes,Never had,Have now,No,Have now,Yes - sometimes,No,Yes - always,14.953343880298434,11.695255355062795,11.918397239722838,3.258088525235639,1.1575231511164814,3.0,1.0,1,0,1,Formal_High_Earners
Male,38.0,13.0,No,Never had,Never had,Have now,Never had,No,No,Yes,Never had,Never had,Yes,Have now,Yes - sometimes,Yes,Yes - always,14.953343880298434,15.894952224644102,17.011936294903045,-0.9416083443456689,0.8301908043351163,2.0,1.0,1,1,1,Formal_High_Earners
Female,22.0,2.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Have now,Yes - always,No,No,10.308985993422082,8.294299608857235,9.90353755128617,2.014686384564847,0.9454716824638297,0.0,0.0,1,0,1,Young_Hustlers
Male,39.0,1.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,Yes,Never had,Yes - sometimes,No,No,12.793862088206213,12.506180941677357,12.793862088206213,0.2876811465288558,0.9275039873818224,1.0,0.0,0,0,1,Young_Hustlers
Female,30.0,10.0,No,Never had,Never had,Never had,Never had,No,Yes,Yes,Never had,Never had,Yes,Never had,No,Yes,No,11.407576060361786,10.819798284210286,16.759949589762293,0.5877777761514995,0.6423202950383188,3.0,0.0,0,1,0,Young_Hustlers
Male,36.0,12.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Have now,Yes - sometimes,Yes,No,10.819798284210286,12.04355959836804,12.611541086966115,-1.2237613141577537,0.7948988446701972,1.0,0.0,1,1,1,Young_Hustlers
Male,45.0,22.0,No,Never had,Never had,Never had,Never had,Yes,No,No,Never had,Never had,No,Never had,No,No,No,13.122365377402328,12.611541086966115,12.206077645517674,0.5108242904362132,0.993661080120655,0.0,1.0,0,0,0,Mature_Informal
Male,30.0,2.0,No,Never had,Never had,Never had,Never had,No,No,Yes,Never had,Never had,No,Never had,No,Yes,No,12.429220196836383,11.918397239722838,12.206077645517674,0.510822957113545,0.9411742479838465,1.0,0.0,0,1,0,Young_Hustlers
Male,48.0,20.0,No,Never had,Never had,Never had,Never had,No,No,No,Never had,Never had,No,Never had,Yes - sometimes,No,Yes - always,13.304686600863562,10.308985993422082,15.789591722875162,2.9957006074414796,0.7924365774026801,0.0,0.0,0,0,1,Mature_Informal
