Customer_ID,Nationality,customer_age,attitude_business_stability_environment,attitude_closure_concerned,compliance_income_tax,underinsurance_perception,insurance_unaffordability_perception,gross_income,operating_expense,business_sales,years_in_operation,"automotive_insurance
",mobile_wallet_access,current_problem_cash_flow,liquidity_constraint,Gender,extends_customer_credit,success_contentment,credit_card_ownership,financial_tracking,business_insurability_doubt,insurance_necessity_attitude,has_insurance,funding_access_barrier,referral_marketing,active_loan_holder,has_internet_banking,has_debit_card,inventory_shrinkage_risk,business_age_months,medical_insurance,funeral_insurance,uses_friends_family_savings,uses_informal_lender
ID_WEDNYA,Ghana,49,Yes,No,No,No,Yes,3952,17000,57900,9,Never had,Never had,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Have now,Never had,Never had
ID_ZXQRWE,Uganda,27,Yes,No,No,Yes,Yes,400,6000,9600,3,Never had,,,Yes,Male,No,No,Never had,"Yes, sometimes",Yes,Yes,No,,,,,,No,0,Never had,Never had,,
ID_NG2LRY,Uganda,40,Yes,No,No,No,Yes,19000,4800,3840,1,Never had,,,Yes,Male,No,Yes,Never had,"Yes, sometimes",Yes,Yes,No,,,,,,Yes,3,Have now,Never had,,
ID_O1NDCJ,Uganda,25,Yes,No,No,No,Yes,45,2400,3360,8,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_20SARV,Kenya,22,Yes,No,No,Yes,Yes,5000,2000,2000,,,Never had,No,Yes,Female,"Yes, sometimes",No,Never had,No,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,2,,,,
ID_HZE22B,Uganda,51,Yes,Yes,No,Don't know,Yes,40,480,960,20,Never had,,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Don't know,Yes,No,,,,,,No,0,Never had,Never had,,
ID_0VZ9LY,Ghana,40,Yes,No,Yes,No,Yes,4000,15000,30000,22,Never had,Never had,0,Yes,Male,No,Yes,Never had,No,Yes,No,No,,,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_IRCVCZ,Ghana,43,Yes,Yes,No,No,Yes,200,300,800,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,Used to have but don’t have now,Used to have but don’t have now
ID_SKWOF2,Uganda,31,No,No,Don’t know,Don't know,Yes,4500,24000,54000,6,Never had,,,Yes,Female,No,No,Never had,"Yes, always",Don't know,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_N74F9Y,Ghana,36,Yes,No,Yes,No,Yes,1200,2200,7500,3,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,7,Never had,Have now,Never had,Never had
ID_3L0W5R,Kenya,57,Don’t know or N/A,No,No,Don't know,Don't know,760415,30000,9125000,25,,Never had,No,Yes,Male,No,Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,Yes,,,,,
ID_I0D4DM,Ghana,41,Yes,Yes,No,No,Yes,2500,3000,7000,10,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,No,Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Used to have but don’t have now
ID_FZQ1W0,Ghana,42,Yes,Yes,No,Yes,Yes,3000,2000,3500,19,Never had,Have now,0,Yes,Male,No,No,Never had,No,Yes,No,No,,Yes,Never had,Never had,Never had,,3,Never had,Never had,Never had,Never had
ID_QAEBIY,Uganda,35,No,No,No,Don't know,Don't know,100,2400,3600,6,Never had,Have now,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, always",Don't know, Do not know / N‎/A,No,,,,,,Yes,0,Never had,Never had,,
ID_TX6QCA,Ghana,56,No,No,No,No,Yes,2000,3000,40800,10,Never had,Never had,0,Yes,Male,No,Yes,Never had,No,Yes,Yes,No,,,Never had,Never had,Never had,,3,Never had,Have now,Never had,Never had
ID_8B80C3,Uganda,42,Yes,No,No,Don't know,Yes,350,1800,4200,5,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know,No,No,,,,,,No,0,Have now,Have now,,
ID_1KDK2Y,Ghana,46,Yes,No,No,No,Yes,4000,3200,4000,4,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,No,No,Yes,,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_5E1HQB,DRC,20,Yes,No,No,Don't know,Yes,1500,630,1300,1,Never had,Have now,Yes,,,,,,,,,,No,Yes,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_AX0SI9,Uganda,48,Yes,No,No,No,Yes,150,,,3,Never had,,,Yes,Female,No,Yes,Never had,"Yes, always",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_M94W73,DRC,46,No,Yes,No,Yes,Yes,15000,10000,12000,7,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_VCB1YN,Uganda,28,No,Yes,No,Yes,Don't know,50,600,1200,3,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,,,,,,Yes,1,Never had,Used to have but don't have now,,
ID_XF1PI2,Ghana,39,Yes,Yes,No,Yes,Yes,3000,12500,20000,0,Never had,Never had,Yes,Yes,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Never had
ID_W3JGEQ,Ghana,58,Yes,Yes,No,No,Yes,200,38680,61200,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,No,No,Yes,,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_QBDO8T,DRC,57,Yes,No,No,Don't know,Don't know,800,250,550,1,Never had,Have now,Yes,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_NK7HLC,DRC,50,Yes,No,No,No,Yes,5000,1500,5000,2,Never had,Have now,,,,,,,,,,,Yes,,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_2YY3HB,DRC,42,Yes,No,No,Don't know,Don't know,6000,2500,3000,16,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_WK86QN,Kenya,21,No,Yes,No,Yes,Yes,36000,24000,432000,2,,Never had,No,No,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_J7IZVA,DRC,35,Don’t know or N/A,No,No,Don't know,Don't know,3000,97,3000,6,Never had,Have now,,,,,,,,,,,No,,Used to have but don't have now,Used to have but don't have now,Never had,,,,,Never had,Used to have but don't have now
ID_AJX32A,Uganda,33,Yes,No,Yes,Yes,Yes,2000,2400,24000,6,Never had,,,Yes,Female,No,Yes,Never had,"Yes, always",Yes,Yes,No,,,,,,No,0,Never had,Never had,,
ID_IJKUV2,DRC,20,Yes,No,No,Don't know,Yes,300,400,800,3,Never had,Have now,,,,,,,,,,,No,,,,,,,,,Never had,Used to have but don't have now
ID_TTQAYI,Ghana,34,Yes,Yes,No,No,Yes,600,1750,2500,2,Never had,Never had,0,Yes,Male,No,Yes,Never had,"Yes, always",Yes,Yes,No,,Yes,Never had,Never had,Never had,,0,Never had,Never had,Never had,Never had
ID_AQS3TG,Ghana,27,Yes,Yes,No,No,Yes,1500,1800,7000,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_WKR38K,Kenya,57,Don’t know or N/A,No,No,Don't know,Don't know,100000,760000,900000,,,Never had,No,Yes,Female,No,No,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Never had,No,7,,,Have now,Never had
ID_HPTMQK,Kenya,45,Yes,Yes,Yes,No,No,100000,2000000,9000000,20,Have now,Have now,No,Yes,Male,No,Yes,Never had,No,No,Yes,Yes,Yes,No,Never had,Never had,Have now,No,,Never had,Never had,,
ID_E89YTM,Uganda,40,Yes,No,No,Yes,Yes,130,2400,3600,2,Never had,,,Yes,Female,No,No,Never had,No,No,Yes,No,,,,,,No,5,Have now,Have now,,
ID_GKZJRU,Ghana,27,Yes,No,No,Yes,Yes,4200,300,1500,4,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,Yes,Yes,Never had,Have now,Have now,,1,Never had,Have now,Never had,Used to have but don’t have now
ID_Q7QRER,DRC,36,Don’t know or N/A,Don’t know or N/A,Yes,No,No,9000,25000,200000,10,Never had,Have now,,,,,,,,,,,No,,Used to have but don't have now,Have now,Have now,Yes,,,,Never had,Used to have but don't have now
ID_5Q7HCJ,Kenya,19,Yes,Yes,No,No,No,60000,27000,30000,2,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,No,No,Never had,Never had,Never had,No,,,,Never had,Never had
ID_4IRF7B,DRC,76,Yes,No,No,Yes,No,800,97,97,3,Never had,,,,,,,,,,,,No,Yes,,,,,,,,Have now,Used to have but don't have now
ID_OJ5I4K,Uganda,41,No,Yes,Don’t know,Yes,No,100,1080,1800,15,Never had,,,No,Female,No,Yes,Never had,No,Don't know,Yes,No,,,,,,No,0,Never had,Never had,,
ID_M06HCE,Uganda,41,Yes,Yes,No,Don't know,Don't know,20,120,720,1,Never had,Have now,,Yes,Female,"Yes, sometimes",No,Never had,No,Don't know,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_NGVXXY,DRC,58,Yes,Don’t know or N/A,No,No,Yes,1000,500,1000,3,Never had,,,,,,,,,,,,No,,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Have now,Used to have but don't have now
ID_CD0BCQ,Kenya,36,No,Yes,Yes,Yes,Yes,0,10000,,,,Never had,No,Yes,Male,No,No,Never had,No,Yes,Yes,No,No,No,Never had,Never had,Never had,No,7,,,,
ID_8F093F,DRC,72,Yes,Yes,No,No,Yes,1700,600,1000,20,Never had,,,,,,,,,,,,No,Yes,,,,Yes,,,,Used to have but don't have now,Used to have but don't have now
ID_C1M3O5,Ghana,63,Yes,No,No,No,No,1600,6000,10000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,Yes,Used to have but don’t have now,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_0X65MU,Ghana,33,Yes,No,Yes,Yes,Yes,1200,1800,3680,5,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Have now,"Yes, sometimes",No,Yes,No,,,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_NZRC69,Kenya,46,Don’t know or N/A,Yes,No,No,Yes,700000,100000,650000,37,,Have now,Yes,Yes,Male,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_BI6MGH,DRC,22,Yes,No,No,No,No,250,50,250,1,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Never had,Never had
ID_EHKIXC,Uganda,25,Yes,Yes,No,No,Yes,150,240,2400,3,Never had,,,No,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,,,,,Yes,6,Never had,Never had,,
ID_GSQ7AI,Ghana,57,Yes,Yes,No,Yes,Yes,1500,700,100,6,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,No,Yes,No,Yes,Yes,Never had,Never had,Never had,,3,Never had,Have now,Never had,Never had
ID_LPGEY1,DRC,36,Yes,Yes,Yes,Yes,Yes,4000,12000,25000,5,Never had,Have now,,,,,,,,,,,No,Yes,Have now,Used to have but don't have now,Never had,,,,,Used to have but don't have now,Used to have but don't have now
ID_3G5DFR,Ghana,46,Yes,Yes,Yes,Yes,Yes,1000,2000,2500,5,Never had,Have now,0,Yes,Female,No,No,Never had,"Yes, always",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,5,Never had,Never had,Never had,Used to have but don’t have now
ID_K9D6A1,Uganda,52,No,No,No,No,No,150,1200,21600,7,Never had,,,Yes,Female,No,Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,0,Have now,Have now,,
ID_3CUS50,DRC,18,Yes,No,No,No,Yes,2000,300,600,3,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Never had,Used to have but don't have now
ID_51KW4H,Kenya,42,No,Yes,No,No,Yes,3845000,3450000,3845000,15,,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,No,No,Never had,Never had,Used to have but don't have now,Yes,,,,,
ID_HFRRCV,Ghana,64,Yes,Yes,No,Yes,Yes,500,250,500,7,Never had,Have now,0,No,Male,"Yes, sometimes",No,Never had,No,Yes,Yes,No,,,Used to have but don’t have now,Never had,Never had,,11,Never had,Never had,Used to have but don’t have now,Never had
ID_J2TIPL,DRC,68,Yes,No,No,Yes,Yes,1000,1600,1000,10,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_IOYKL1,Ghana,25,No,No,Yes,Yes,Yes,3500,4500,8000,2,Never had,Never had,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",Yes,Yes,No,,Yes,Never had,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_16NUJL,Uganda,42,Yes,Yes,No,Yes,Don't know,570,5160,6840,11,Never had,,,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,,,,,,No,2,Have now,Have now,,
ID_QXJ67O,Uganda,25,Yes,No,No,Yes,Yes,45,2160,10800,1,Never had,,,No,Female,No,Yes,Never had,No,Yes,No,No,,,,,,No,3,Never had,Never had,,
ID_WPXS2L,DRC,38,No,Yes,No,No,Yes,3000,1000,4000,16,Never had,Have now,,,,,,,,,,,Yes,Yes,Used to have but don't have now,Never had,Never had,,,,,Used to have but don't have now,Used to have but don't have now
ID_1SWL1R,Kenya,46,Don’t know or N/A,No,No,Don't know,Don't know,1800000,1000000,21000000,20,,Never had,No,No,Female,"Yes, always",No,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,,,,,
ID_V9ZS4B,Uganda,65,Yes,No,No,No,No,600,4800,7200,5,Never had,,,No,Male,No,Yes,Have now,No,No,No,No,,,,,,No,0,Never had,Never had,,
ID_IPPD71,Uganda,32,Yes,No,No,No,No,25,576,900,13,Never had,,,Yes,Female,No,No,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_3JPOBM,Uganda,45,Yes,No,No,No,No,300,2400,3600,2,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_EZWJTX,Uganda,25,Yes,No,No,Yes,Yes,130,5000,5000,5,Never had,,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Yes,No,No,,,,,,No,1,Never had,Never had,,
ID_YK7WQI,Uganda,45,No,Yes,No,Yes,Yes,150,720,1800,10,Never had,,,Yes,Female,No,No,Never had,No,Don't know,No,No,,,,,,No,0,Never had,Used to have but don't have now,,
ID_E4Q7J9,Uganda,42,Yes,No,No,Yes,Yes,150,1500,2100,3,Never had,Have now,,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,,,,,No,0,Have now,Have now,,
ID_DDH163,Kenya,40,Yes,Yes,Don’t know,No,No,20000,70000,5760000,18,,Used to have but don't have now,No,Yes,Male,No,No,Never had,No,No,Yes,No,Yes,No,Never had,Never had,Used to have but don't have now,Yes,,,,,
ID_GKCPOP,Kenya,62,Yes,No,No,Yes,Yes,400000,100000,240000,5,,Have now,No,No,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,No,No,Never had,Never had,Never had,Yes,,,,,
ID_QYMHP9,DRC,24,Yes,Yes,No,Yes,Yes,84,21,84,0,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Never had,Used to have but don't have now
ID_781HFL,Ghana,53,Yes,Yes,Yes,No,No,,,,4,Never had,Never had,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, always",No,No,Yes,Yes,,Never had,Have now,Never had,,8,Have now,Never had,Never had,Never had
ID_84GDQO,Uganda,60,Yes,Yes,No,Don't know,Don't know,50,180,900,15,Never had,Have now,,No,Female,"Yes, sometimes",Yes,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,No,0,Never had,Never had,,
ID_15IKPQ,Ghana,41,Yes,No,No,Don't know,Yes,2000,160,500,21,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Don't Know,Yes,No,Yes,,Used to have but don’t have now,Never had,Never had,,1,Never had,Never had,Never had,Never had
ID_O9NLUP,DRC,46,Yes,No,No,Don't know,Don't know,8000,3500,4500,15,Never had,Have now,,,,,,,,,,,No,,Used to have but don't have now,Used to have but don't have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_92TULG,Ghana,43,Yes,No,No,No,Yes,3000,2500,6500,3,Never had,Never had,Yes,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,3,Never had,Never had,Never had,Never had
ID_27F57U,Kenya,32,Don’t know or N/A,No,No,No,Don't know,30000,150000,20000,4,,Never had,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_CUC6JZ,Kenya,38,No,No,No,No,No,20000,70000,90000,8,,Have now,No,Yes,Male,No,No,Never had,Yes,No,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_LX2U6Y,Uganda,41,Yes,Yes,No,No,Yes,120,600,1440,1,Never had,,Yes,No,Female,"Yes, always",Yes,Never had,"Yes, always",No,Yes,No,,,,,,No,0,Never had,Never had,,
ID_IX6R1N,Ghana,43,No,No,No,No,Yes,2500,3000,10000,2,Never had,Never had,0,Yes,Male,No,No,Never had,No,No,Yes,No,,Yes,Never had,Never had,Never had,,0,Never had,Never had,Never had,Never had
ID_PVRWBR,Ghana,28,Don’t know or N/A,Yes,No,Don't know,Yes,1200,9000,12000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Don't Know,No,No,Yes,Yes,Never had,Never had,Never had,,2,Never had,Never had,Never had,Never had
ID_YVZVAS,Kenya,35,Don’t know or N/A,No,Yes,No,Yes,8000000,7000000,8000000,3,,Have now,Yes,No,Male,No,No,Never had,Yes,No,No,No,No,No,Never had,Never had,Never had,No,,,,,
ID_6W3802,Kenya,39,No,No,No,Yes,Don't know,70000,45000,50000,15,,Have now,No,Yes,Male,No,No,Never had,No,Don?t know / doesn?t apply,Yes,No,Yes,Yes,Never had,Never had,Have now,No,,,,,
ID_WDELFQ,Kenya,26,Yes,Yes,No,Yes,Yes,600000,15000000,24000000,3,,Never had,No,No,Male,"Yes, sometimes",Yes,Never had,Yes,Yes,Yes,No,No,No,Never had,Never had,Never had,Yes,,,,,
ID_M8E49I,Ghana,32,Yes,No,No,Yes,No,7000,10000,30000,2,Never had,Have now,Yes,Yes,Female,No,Yes,Never had,"Yes, always",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,1,Never had,Have now,Never had,Used to have but don’t have now
ID_A5PMLQ,DRC,26,No,No,No,No,No,15000,5000,7000,6,Never had,Have now,,,,,,,,,,,No,Yes,,,,Yes,,,,Never had,Used to have but don't have now
ID_FYRLEO,Uganda,44,Yes,Yes,No,Don't know,Don't know,200,1200,2400,0,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",Don't know, Do not know / N‎/A,No,,,,,,Yes,3,Never had,Never had,,
ID_V3GD0Q,Uganda,40,No,No,No,No,Yes,50,5400,3600,2,Never had,,,No,Female,No,No,Never had,"Yes, always",No,No,No,,,,,,No,2,Never had,Never had,,
ID_85886D,Kenya,25,Don’t know or N/A,No,No,Don't know,Don't know,408000,700000,4900000,,,Used to have but don't have now,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,No,No,Never had,Never had,Never had,No,2,,,,
ID_SJKOQZ,Kenya,60,No,Yes,No,No,Yes,20000,5000,20000,4,,Never had,No,No,Female,No,Yes,Never had,No,Yes,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_QIVUL5,Uganda,62,No,No,No,No,No,50,900,1800,3,Never had,,,Yes,Female,No,No,Never had,No,No,Yes,No,,,,,,Yes,0,Never had,Never had,,
ID_ZVZ1XN,Uganda,29,Don’t know or N/A,No,No,Yes,Yes,300,3840,21600,10,Never had,Have now,Yes,Yes,Male,No,Yes,Never had,"Yes, sometimes",No,Yes,Yes,,,,,,No,2,Used to have but don't have now,Used to have but don't have now,,
ID_WMGW2A,Kenya,22,Yes,Yes,No,No,Yes,950000,12000000,14000000,3,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,No,Yes,Yes,No,Yes,No,Never had,Never had,Never had,No,,,,,
ID_5UH80Q,Ghana,37,Yes,No,No,No,Yes,5000,5000,10000,11,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, sometimes",Yes,Yes,No,Yes,Yes,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_9AMSM5,DRC,52,Yes,No,No,Don't know,Don't know,330,70,400,9,Never had,Have now,,,,,,,,,,,No,Yes,Used to have but don't have now,Have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_REM5PU,Ghana,40,Yes,No,Yes,No,Yes,5000,30000,150000,23,Never had,Have now,0,Yes,Male,"Yes, sometimes",No,Never had,"Yes, always",No,Yes,Yes,Yes,Yes,Never had,Have now,Have now,,4,Never had,Have now,Never had,Never had
ID_4IYDNG,Uganda,40,Yes,No,No,Don't know,Don't know,30,240,120,11,Never had,,,No,Female,"Yes, sometimes",No,Never had,No,Don't know, Do not know / N‎/A,No,,,,,,Yes,0,Never had,Never had,,
ID_ICZKK0,Uganda,36,Don’t know or N/A,No,No,No,Don't know,800,24000,36000,14,Never had,,,Yes,Male,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,,,,,,No,6,Never had,Never had,,
ID_R518ML,Kenya,29,Yes,No,Yes,No,No,150000,300000,500000,10,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,No,Yes,Yes,No,Yes,Never had,Never had,Never had,No,,,,,
ID_BFA37D,Ghana,71,No,No,No,Yes,Yes,3000,800,1500,23,Never had,Have now,0,No,Female,No,Yes,Never had,No,Yes,No,No,,Yes,Used to have but don’t have now,Never had,Have now,,2,Never had,Never had,Used to have but don’t have now,Never had
ID_40W6A7,Kenya,39,Yes,Yes,No,Yes,Yes,350000,200000,4200000,4,,Never had,No,No,Female,"Yes, sometimes",No,Never had,Yes,No,Yes,No,No,No,Never had,Never had,Never had,No,,,,,
ID_GV4QMP,DRC,56,Yes,Yes,No,Don't know,Yes,2400,1900,2400,4,Never had,Have now,,,,,,,,,,,No,Yes,,,,,,,,Have now,Used to have but don't have now
ID_LBOS46,DRC,61,Don’t know or N/A,No,No,Don't know,Don't know,2500,150,500,11,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Never had,Never had
ID_5JLSBO,Kenya,42,Don’t know or N/A,No,No,Don't know,Don't know,750000,500000,25000,1,,Have now,No,Yes,Male,"Yes, sometimes",Yes,Never had,Yes,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Have now,No,,,,,
ID_S6FDGD,Uganda,46,Yes,Yes,No,Don't know,Yes,50,480,480,1,Never had,,,Yes,Male,"Yes, sometimes",No,Never had,No,Don't know,Yes,No,,,,,,No,1,Never had,Never had,,
ID_BQGU3O,Ghana,34,Yes,Yes,No,Yes,Yes,15000,6000,9600,6,Never had,Never had,Yes,No,Female,"Yes, always",Yes,Never had,"Yes, sometimes",Yes,No,No,,Yes,Never had,Never had,Never had,,4,Never had,Have now,Never had,Never had
ID_7OQ2ZD,Ghana,44,Yes,No,No,Yes,Yes,500,12000,19000,2,Never had,Have now,Yes,Yes,Female,"Yes, always",No,Never had,"Yes, always",Yes,No,No,Yes,Yes,Never had,Never had,Never had,,1,Never had,Have now,Never had,Never had
ID_GHB3CJ,DRC,59,Yes,No,No,Don't know,Don't know,12000,900,8000,4,Never had,Have now,Yes,,,,,,,,,,No,Yes,Used to have but don't have now,Used to have but don't have now,Never had,,,,,Used to have but don't have now,Used to have but don't have now
ID_E4N252,Ghana,38,No,Yes,No,Don't know,No,1500,18000,36000,1,Never had,Have now,Yes,Yes,Female,"Yes, sometimes",No,Never had,No,Don't Know,Yes,No,,Yes,Never had,Never had,Never had,,11,Never had,Never had,Never had,Never had
ID_OCOG2X,Kenya,33,Don’t know or N/A,No,No,No,No,150000,30000,40000,,,Never had,No,Yes,Female,No,Yes,Never had,No,Don?t know / doesn?t apply,Yes,No,Yes,No,Never had,Never had,Have now,No,5,,,,
ID_3VO06V,DRC,63,Don’t know or N/A,No,No,Don't know,Yes,13000,1800,1000,10,Never had,Have now,,,,,,,,,,,No,Yes,Never had,Have now,Have now,,,,,Used to have but don't have now,Used to have but don't have now
ID_JK7L9D,Uganda,45,No,Yes,No,No,Yes,300,1800,5400,15,Never had,,,Yes,Female,"Yes, sometimes",No,Never had,"Yes, sometimes",No,Yes,No,,,,,,Yes,3,Never had,Used to have but don't have now,,
ID_ZOM2OY,Kenya,25,No,Yes,Yes,No,Yes,850000,4800000,9000000,5,,Have now,No,Yes,Female,No,No,Never had,No,No,Yes,No,No,No,Never had,Never had,Have now,Yes,,,,,
ID_CGSPFR,Kenya,30,Don’t know or N/A,Yes,No,No,Yes,550000,3400000,5400000,1,Have now,Have now,No,Yes,Male,"Yes, sometimes",No,Never had,Yes,No,Yes,No,Yes,No,Never had,Never had,Never had,Yes,,Never had,Never had,,
ID_NU73YS,Uganda,34,No,Don’t know or N/A,No,No,Yes,150,1800,3600,2,Never had,,Yes,Yes,Female,"Yes, sometimes",Yes,Never had,No,No,Yes,No,,,,,,Yes,5,Never had,Never had,,
ID_01S9BA,Kenya,40,Yes,No,No,Don't know,Don't know,300000,60000,30000,25,,Never had,No,Yes,Female,"Yes, sometimes",Yes,Never had,No,Don?t know / doesn?t apply,Don?t know / doesn?t apply,No,Yes,No,Never had,Never had,Have now,No,,,,Used to have but don't have now,Never had
ID_RHCLQ9,Kenya,26,Yes,Yes,No,Yes,Yes,96000,60000,96000,6,,Have now,No,No,Male,No,Yes,Never had,No,Yes,No,No,Yes,No,Never had,Never had,Never had,Yes,,,,,
ID_JMKJLN,Ghana,66,Yes,No,Yes,No,Yes,1500,2400,4000,13,Never had,Have now,0,Yes,Female,"Yes, sometimes",Yes,Never had,"Yes, sometimes",No,Yes,No,Yes,Yes,Never had,Never had,Never had,,5,Never had,Have now,Never had,Never had
ID_TOCZCE,DRC,36,No,No,No,Don't know,Don't know,4500,2500,3000,15,Never had,Have now,,,,,,,,,,,Yes,Yes,,,,,,,,Used to have but don't have now,Used to have but don't have now
ID_WLZA0W,Kenya,35,Don’t know or N/A,No,No,No,Yes,60000,20000,20000,15,,Have now,Yes,Yes,Male,"Yes, sometimes",Yes,Have now,No,No,Yes,No,Yes,No,Never had,Never had,Have now,No,,,,,
